Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Đặt cọc để sở hữu sớm mà giá cao hơn ko cọc, lại còn không được tặng tai nghe nữa, quá chán. Tgdd làm ăn kiểu này sẽ sớm mất hêt khách hàng",1,139,0,1,0,0,2,2.0,-1.0,2.0
"Đặt cọc trước, là 1 trong những người đầu tiên sở hữu bản thương mại mà giờ mua online giá còn rẻ hơn lại có thêm quà nữa. Nay cạch TGDĐ luôn",1,141,0,1,0,0,2,2.0,-1.0,2.0
"Mua đặt cọc mà giá đắt hơn cả ko cọc. Cách nhau có 1 tuần mà giá cách nhau 5 triệu. Thế này thì lần sau sang chỗ khác mua thôi, từ bỏ tgdd luôn",4,143,0,1,0,0,2,2.0,-1.0,2.0
Tôi mua 3 cái. Đặt cọc trước. Giảm tổng 6tr. Mà bây giờ giá và quà tặng còn giá trị hơn cả việc đặt cọc trước. Tôi không hiểu chính sách bán hàng của TGDD như thế nào nữa,1,170,0,1,0,0,2,2.0,-1.0,2.0
"ai nói sao chứ, tui mới mua dc 3 ngày sài thấy êm lắm mà ta, pin trâu, tốc độ sử lý cũg nhanh, máy cũng khôg nóng mấy chỉ ấm lên 1 chút thôi. noi chug máy đẹp sài êm",5,165,1,0,0,1,2,1.0,2.0,1.0
"Mới mua được 1 tháng 2 ngày nhưng pin tuột nhanh, máy dùng được khoảng hơn 15p là bị nóng, đôi lúc xem video bị đơ màn hình Thua con Oppo F7 lúc trước xa",3,153,1,0,0,1,2,-1.0,2.0,-1.0
Máy tốt pin cũng ok đặc biệt vào mạng khỏe tôi rất hài lòng về sản phẩm mong sao dùng bền theo năm tháng,5,104,1,0,1,1,1,1.0,2.0,1.0
Đc mỗi cái màn cong 120hz.sạc nhanh 67w.còn mọi thứ thua cái đt 6tr...mạng lác dật..pin xả như điện..sài cái Vivo s1 pro 5 năm..bị lỗi men mới đổi sang con này..hết ham..mới đổi chưa đc tháng,3,191,1,0,0,1,2,-1.0,2.0,1.0
máy dùng cung okela chỉ có cái là mỗi khi vô ứng dụng là wifi lại yếu bớt hẳn và chưa có kính cường lực ạ,4,105,0,1,1,1,0,2.0,-1.0,-1.0
"Máy Sài cũng đc . Nhưng bìn tuột nhanh quá. Ngày sắc 5 , 6 lần . Còn thừa cả máy Samsung A50. Sài 4 5 năm .",3,107,1,0,1,0,0,-1.0,2.0,2.0
Mình có mua oppo reno11 5G bị lỗi màn hình 1 đổi 1 nhanh lẹ.nv nhiệt tình...dù mk có thắc mắt nhiều chuyện thì các bạn cũng giải đáp mọi câu hỏi.mình dành cho các bạn 5,5,168,0,1,0,1,2,2.0,1.0,1.0
Pin dùng được 1 ngày. Hơi nóng máy khi quay phim chụp hình liên tục. Ảnh chụp cho ra bức ảnh đẹp ko ảo.... Nói chung dùng chụp hình thì vô đối trong tầm giá đt chính hãng.,4,171,1,0,0,1,2,1.0,2.0,0.0
T mới mua đt này.. mang sang nước ngoài để dùng . Nhưng máy lắp sim vào k dùng đc.. giờ muốn trả lại có đc ko..,4,111,0,0,0,1,2,2.0,2.0,-1.0
Làm ơn hộ trợ mình với. Mình vừa mua máy vào Facebook các bài có đường link nhưng ko ấn vào đường link để xem được. Là bị sao,3,125,0,0,0,1,2,2.0,2.0,-1.0
"MÁY MUA ĐƯỢC 7 THÁNG MÀN HÌNH BỊ SỌC MÀU TRẮNG XANH VÀNG ĐỎ,GỬI ĐI BẢO HÀNH HƠN 1 TUẦN RỒI,KHÔNG BIẾT NHƯ THẾ NÀO,RẤT BUỒN...",1,125,0,1,0,1,2,2.0,0.0,-1.0
Đẹp cầm vừa tay gọn thêm ốp nữa là ok Mình mua đc hơn 1th r chưa thấy vấn đề gì Nhân viên TGDĐ phương lâm tân phú đồng nai phục vụ khách hàng rất tốt vui vẻ chỉn chu cài đặt từ a đến z rất ưng ý,5,194,0,1,1,1,1,2.0,1.0,1.0
"Anh/ chị em sinh đôi khi cài face id trên iphone 13, người này vẫn mở khoá face id trên điện thoại của người kia được. Điều này không thật sự bảo mật trên thiết bị iphone như mình nghĩ",4,184,0,0,0,1,2,2.0,2.0,-1.0
"Mình mua và sử dụng củng được vài tháng ròi ,mua vì hàng đập hộp cho an tâm nào dè sài chán ,máy nóng mau tuột pin ,60hz chậm , màu hồng đẹp",2,140,1,0,1,1,-1,-1.0,2.0,-1.0
"Sao mình mua dùng đc 6 ngày mà bàn phím đang đánh chữ nó cứ tự nhảy sang số là sao nhỉ, có phải bị lỗi cảm ứng ko",4,113,0,0,0,1,2,2.0,2.0,-1.0
Mục đích mình sử dụng đơn giản lên cũng chẳng biết đánh giá sao. Nhưng có đặc điểm là mình không còn thấy nhức mỏi mắt như lúc mình dùng oppo và live. Nghe gọi đây doc nét ko bị vấp,5,181,0,0,1,1,0,2.0,2.0,1.0
Mua về chưa dùng được một tối. Đã lỗi ko nhận sim. Kết quả phải gửi bảo hành…. Bây giờ chờ 15 ngày nữa ko biết có máy dùng ko. Bỏ tiền mua rắc rối bực tức 😩😩😡😡,1,159,0,1,0,1,2,2.0,-1.0,-1.0
"Đối với mình máy ok, có 1 vấn đề là vào camera chụp hình thì tí bị văng ra. Bên tgdd có cách nào khắc phục không, mình cũng khởi động lại thiết bị rồi. Hay cần ra trực tiếp cửa hàng ạ.",4,184,0,0,1,1,0,2.0,2.0,-1.0
Mới mua được 5 tháng mà bị hỡ keo bung màng ráng đem gửi bảo hành hi vọng sẽ trở về trạng thái ban đầu,1,102,0,0,0,1,2,2.0,2.0,-1.0
Cuộc tình dù đúng hay sai thì xem phần bình luận và đánh giá của iphone vẫn cảm thấy yên tâm nhất. Các hãng khác thấy toàn bị chê,5,129,0,0,1,1,0,2.0,2.0,1.0
Thời gian trước hay mua quán lẻ ở ngoài máy kém chất lượng. Từ khi mua máy từ thời iphon 6s tới 13 sài máy tgdd yên tâm thật .,5,126,0,1,1,0,0,2.0,1.0,2.0
Sảm phầm dùng sau gần 3 tháng khá ok. Thời lượng pin tốt. Trải nghiệm hiệu năng tốt. Máy ảnh dùng mức khá so với dòng Flaship,5,125,1,0,1,1,0,1.0,2.0,1.0
Máy bị lỗi màn hình hên là còn bảo hành nên đc thay miễn phí. Đem đi bảo hành cũng mất hớn 1 tháng mới có máy. Nghĩ vẫn tức tự nhiên bị thay linh kiện trong khi lỗi đó đâu phải mk gây ra.,2,187,0,1,0,1,2,2.0,-1.0,0.0
"Úi qua vừa đi mua xong phải nói là chim ưng nhaa. Nhân viên tư vấn nhiệt tình nữa, dùng thích lắm luôn. Màu Hồng đẹp thực sự",5,124,0,1,1,1,1,2.0,1.0,1.0
"Cái đầu tiên là màu gấc xink nha, đúng màu mình thích Sử dụng ổn tốt, mới sử dụng đc hơn tuần nên mọi thứ vẫn okela chưa có lỗi gì",5,130,0,0,1,1,0,2.0,2.0,1.0
Mình xài được gần 4 tháng nhưng tình trạng pin của mình là 99% dù mình xài rất kỹ đủ pin mới rút ra và đủ 100% pin nhoè kỹ thuật cho mình hỏi vấn đề này ?,3,154,1,0,0,0,2,-1.0,2.0,2.0
"Máy dùng ổn, mượt mà, pin khá lâu, cũng được taam 1 ngày nếu dùng nhiều. Mình mới chuyển từ androi sang ios nên chưa quen tay lắm. Đánh giá máy 10 điểm thì đánh giá nhân viên 10+ luôn, rất ưng Tgdd.",5,198,1,1,1,1,0,1.0,1.0,1.0
"Thứ nhất: độ sáng 35 % không auto, xem Facebook và nhắn messenger, các ứng dụng ngầm khác đã tắt hết, trong 47 phút mất 13%pin, tương ứng vs tam suất pin chỉ dùng dc 6,025 tiếng đồng hồ thậm chí kém hơn. 
Thứ 2, chỉ xem Facebook, cảm nhận ở tay là máy nóng. Mua máy tới hôm nay là 8 ngày, cảm thấy mất niềm tin.
Thứ 3, tgdd có gọi cho tôi, bảo đem ra kiểm tra, nếu lỗi của nhà sản xuất dc đổi mới nhưng ko nói thế nào mới là lỗi của Nsx. Nếu đem đi kiểm tra tôi ko biết bao nhiêu ngày. Trong thời gian đó có tính tiền khấu hao cho tôi ko ? Chính sách bán hàng khấu hao của các ông khách hàng ko biết khấu hao à ? 
Thứ 4, tgdd kinh doanh mặc hàng như thế làm mât lòng tin khách hàng để đổi lại lợi nhuận, đổi lại lợi nhuận bằng cách khấu trừ 20% giá trị sản phẩm Các ông nghĩ như thế nào ?
 Tóm lại quá tệ cho 1 sản phẩm, quá tệ cho 1 thương hiệu.",1,194,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mình đã nhận được hàng tại điện máy xanh Ninh Hòa rồi,sau ngày sử dụng mình thấy pin trâu lắm bên cạnh đó thì sóng điện thoại sim 2 tụt quá có lúc có một nất thôi,,,
Lúc đầu mình mua máy xaomi tầm 3tr cũng bị như thế,,, người khác gọi không được nên khi máy này ra mình lại mua máy này vì thấy rất nhiều tính năng rất tốt,,,
Mình đang dùng xaomi k20 pro không bị tình trạng như mất sóng,, mình rất ủng hộ xaomi,, nhưng khi nhận thấy tình trạng như vậy rất thất vọng xaomi tầm trung này ,mình có thể đổi máy khác được không,, mình mới dùng 1ngày thôi,, máy xaomi 3tr mình không biết vì sao người khác gọi không được khi tìm hiểu nguyên nhân được thì máy quá ngày đổi rồi nên phải bỏ ,,,,",1,147,1,1,1,1,-1,1.0,-1.0,0.0
"Hôm mình mua đt ở cửa hàng mình có hỏi nhân viên là đt có thể kết nối với máy tính để tiện đưa nhạc, hình ảnh vào thẻ nhớ k, thì nv bảo không được, chỉ có thể dùng đầu đọc thẻ nhớ thôi, nhưng mà hôm nay mình thử kết nối thì được(làm mình mua cái đầu đọc thẻ nhớ rồi bỏ, vì cái này rất dễ hư, càng rẻ càng dễ hư)
Tuy để hỗ trợ tối đa thẻ nhớ 16GB nhưng mình xài thẻ 32GB vẫn được. 
Mình chỉ nói vậy thôi, nói chung đt xài tốt, loa lớn, pin tốt vì mình chủ yếu nghe nhạc( phần chọn nhạc hơi khó xài vì bị hạn chế danh sách, tối đa chỉ có 50 bài/ds, vừa chọn vừa đếm, chọn lố 50 bài thì sẽ công cốc, chọn lại từ đầu)",4,145,1,1,1,1,1,1.0,0.0,0.0
"Ý kiến cá nhân: Máy dùng tốt, mặc dù máy có mức pin hơn 3300, kết nối wifi và sử dụng liên tục từ 7h - 16h còn lại 21% pin (độ sáng 30%). Chạy tác vụ thông thường không có hiện tượng lag giật, về game thì tùy cảm nhận mỗi người, nhưng tui thì có chơi 1 tựa game nặng gần 2GB (game chạy ổn, khá mượt). Loa thoại, loa ngoài đều to rõ, máy sử dụng lâu thì chỉ có ấm nhẹ chứ không nóng. Ngoài ra thì nhân viên Điện Máy Xanh, Thế Giới Di Động ở khu vực Sa Đéc, Lai Vung thì rất là dễ thương, thái độ phục vụ khiến khách hàng chỉ có yêu mà thôi",5,124,1,1,1,1,1,1.0,1.0,1.0
"Về pin do sử dụng màn hình fullhd plus nên pin chỉ ở mức trung bình.
Camera sau thì trong phân khúc này thì có thể xem là tốt. Camera trước thì ổn.
Hiệu năng chơi game tốt. Máy trang bị con chíp thế hệ mới nên có vài tựa game chưa đc tối ưu như các dòng chíp cũ.
Điểm antutu khoảng 270000 điểm.
Giao diện đẹp.
Nói chung đây là một máy đáng mua trong tầm giá.
Còn độ bền thì chưa biết được. Sẽ đánh giá lại sau một thời gian dùng thử.
Cuối cùng là mình rất hài lòng về thái độ cũng như sự phục vụ chu đáo của nhân viên. Rất có cảm tình. Vote 5*",5,122,1,1,1,1,1,0.0,1.0,1.0
"Nhìn chung , nhân viên siêu thị thân thiện , đúng là hơi khó chịu về gặp nhân viên lúc nào cũng chào khiến khách hàng không được thoải mái, hơn nữa nhân viên mời chào mua thêm các phụ kiện như : sim , sạc dự phòng , bình giữ nhiệt .........hơi nhiều . Tạo cảm giác là chăn dắt khách hàng hơi nhiều , Mình mua máy Oppo reno2 F tổng thể máy ok , nhưng máy này có bị điểm trừ là nhanh xuống pin mặc dù mới đập hộp. Tạm thời mình tiếp tục trải nghiệm có vấn đề gì mình sẽ feedback cho mọi người tiếp. Điện Máy Xanh - Thanh Sơn - Phú Thọ.",3,120,1,1,1,1,1,-1.0,0.0,0.0
"Rất thất vọng , máy hay đơ, nút âm thanh và nút nguồn thì khó bấm, bộ nhớ 32gb mà mấy cái ứng dụng tào lao của nhà sản xuất chiếm hết 1 nửa bộ nhớ r, nói v là cái máy này chỉ còn 16gb để ng mua sd mà thôi, nói chung xài rất chán nhân viên kinh máy mượt mà tui hỏi thấy mượt tí nào, ai đi mua đt đừng tin mấy chị bán hàng nữa, vs mấy chị có lấy đt mới ra cũng nói chị lấy mấy khác đi, vì lần nào tui đi mua cũng phải lếch cái xác ra ngoài đó đổi lại, k đơ máy cũng pin lỗi ,chán",1,118,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mình mới mua 2 ngày . Pin 5000 nhưng cũng nhanh hết , sạc 10w nhưng khá nhanh , màn hình to + hơi rổ , camera chụp ok , vân tay nhạy , realme ui dễ dùng nhiều tùy biến . Nhưng ko lag , mình mua bản 3/64 cũng khá dư dã . Chip mạnh nhưng chủ yếu mình dùng bình thường , chơi game thì ko lag , load ap nhanh , đa nhiệm chạy được cỡ 10 ap nhẹ còn nặng thì chắc cỡ 5 ap . Cũng hơi tiếc vì realme ko tặng tai nghe. Thôi kệ mk cũng ít dùng. Loa nghe ổn to. Dùng rất okkk cho 5 sao",5,116,1,1,1,1,1,0.0,-1.0,1.0
"Máy thường xuyên sập nguồn dù chỉ lướt fb và xem youtube!!! Pin xuống nhanh kinh khủng. Xuống 10% pin từ 11h đêm đến 7h sáng hôm sau!!! Dù k bật mạng hay thao tác bất kỳ thứ gì trên đt!!! Bắt wifi cực kỳ tệ. Máy mới mua 4 ngày đơ không chịu nổi!!!! Không có một thứ gì đáng để đc khen trên dòng máy Joy3!!! Cực kỳ thất vọng về Vsmart!!!! Đưa ra thị trường dòng máy khá chán trong mọi mặt!!!! Với tâm thế ủng hộ hàng Việt, trong khi sản phẩm lại tệ như thế này thì em k biết liệu rằng mình có đặt niềm tin sai chỗ không?!!!!!",2,115,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mình dùng được 1 tuần cảm thấy ở tầm giá này thì con này khá ok. Chơi PUBG khá ổn, đồ họa thì bật HDR và cực độ thì chơi vẫn mướt k giật lag. Tuy nhiên nếu bật đồ họa cao thì sẽ hao pin và nóng máy đó là chuyện bình thường. Pin thì cũng khá ổn, camera cũng khá chứ k gọi là chụp đẹp. Tùy nhu cầu của mỗi người thôi, riêng mình chỉ cần chơi game nên còn này mình cho 5 sao, cảm thấy trong tầm giá này e này ăn đứt mấy e khác. Nhân viên TGDĐ thì lúc nào cũng dễ thương rùi haha.",5,112,1,1,1,1,1,1.0,1.0,1.0
"Với mức giá này mình nghĩ mua realme hoặc Oppo sẽ tốt hơn, vì a21s này mik thấy k hoàn thiện cho lắm, màn hình 6.5in HD+ thì hình ảnh quá xấu, màu sắc k đẹp, loa thì k rõ, âm thanh k sống động k trong trẻo teo nào, pin 5000 nhưng mik thấy cũng bt , có sạc nhanh là ok thôi, vì xưa nay thích Sài samsung nên mua mà mua về thấy k hài lòng cho lắm , lúc trước Sài j7prim thấy tốt hơn nhiều... Mà tiền nào của nấy... nói chung nếu bạn nào k cần sự hoàn hảo thì có thể Sài a21s này",2,111,1,1,1,1,-1,1.0,0.0,-1.0
"minh mới mua hôm qua a71 nói chung về màn hình đẹp , pin trâu , sạc nhanh , carera tạm ổn , nhưng về cấu hình chơi game thấy ko mượt lắm , liên quân thì cũng tạm nhưng các game nặng khác thì hơi lag ! cảm ứng vân tay ko nhạy lắm , cảm ứng khuôn mặt cũng chậm , phải bật màn hình sáng lên mới nhận diện chứ ko phải kiểu màn hình đen vẫn mở khóa được ! mình mua giá chỉ 8tr200 mới 100% full box bảo hành 12 tháng ! với tầm giá này thì cũng tàm tạm chấp nhận đc !",4,110,1,1,1,1,1,1.0,0.0,1.0
Đth mua đc 20 ngày rồi dùng ổn tốt 5 sao nv nhiệt tình mh có đọc cmt bảo pin ảo nhưng mh thì ko thấy lỗi ảo này pin mh dùng 2 ngày nếu choei game coi yt liên tục 3 ngày nếu mh khá bận ít xem pin vậy là ổn r a chị em :)) còn quảng cáo gì gì đấy thì mh lại ko thấy quảng cáo gì cả có lẻ mh là người duy nhất ko gặp lỗi của các bạn nói :v rất thích giao diện mới lâu lâu hay dis bóng mess cơ mà chắc cập nhật sau sẽ hết <3 realme,5,109,1,1,1,1,1,1.0,1.0,0.0
"Dt cũ bị hư gặp đợt con này giảm giá nên đổi wa. lần đầu dùng SS, thấy ổn hơn mình nghĩ. Dùng chủ yếu là online web và chơi tí game, pin dùng nhiều game cả buổi thì tới tối ngủ mới hết. Còn nt lướt web nghe gọi ko thôi thì dc khoảng ngày rưỡi. Lúc đầu pin tụt nhanh mà dùng rồi sạc bt tầm gần 1 tuần thì ổn định hơn hồi mới mua. Màn hình to màu đẹp. Nói chung dùng từ dt trung quoc chuyển qua SS thấy hài lòng. À mua trả góp ỏ TGDD rất ok nha. Like TGDD!",5,107,1,1,1,1,1,1.0,1.0,1.0
"mới mua 3 ngày máy củ đã qua sử dụng với giá 8t5 bảo hành 10 tháng theo đánh giá giá tiền này thì dòng máy này quá ok  ,vân tay thì hơi chậm tại vì nếu nhanh thì màn hình phải sạch ko dính vân tay  camera đẹp  pin sạc siu nhanh  quay video chống rung tốt  chụp ảnh  thì  ok vì mình ích chụp ảnh với giá tiền mình bỏ ra như vậy thấy là quá ok rồi + dc thêm bút spen  còn nhận khuôn mặt mình thấy rất là nhanh và nhạy sao thấy ai củng chê  nhỉ mình thấy bao nhanh mà",5,107,1,1,1,1,1,1.0,1.0,1.0
"Mới mua hôm nay sản phẩm rất đẹp,máy chạy mượt ngon nha mọi người chơi game Liên Quân ngon không lag tý nào,viên pin khá ok xài lâu hết tải đống ứng dụng tốn có 5% pin thôi màn hình hiển thị thì khỏi nói khá đẹp luôn màu sắc rực rỡ,dạo diện đẹp,nói chung sản phẩm Samsung đã cải tiến rất nhiều,tầm giá này thì chơi game lướt web là ngon rồi còn về sau sẽ có thêm bài viết à camera thì camera sau trước chụp khá ổn nha và 5* cho nhân viên Thế Giới Di Động phục vụ nhiệt tình vui vẻ",5,106,1,1,1,1,1,1.0,1.0,1.0
"Xài đc 1 tuần..  Tổng thể thiết kế không chê vào đâu đc... Camera chụp hình bao đẹp.. Chơi pubg, liên quân bao mượt.. Trong tầm giá.. Ko biết có phải do màn hình giọt nc phân giải cao hay không nhưng mình thấy pin con này so với con 5redmi 5plus thì con này hao pin nhanh hơn. Nhược điểm  nữa là mic thu âm ở những chỗ nhạc lớn hay bị rè ko rõ tiếng.. Còn lại OK. Nhân viên TGDĐ ở 184 Bùi Văn Hòa, Biên Hòa phục vụ nhiệt tình, chu đáo, nhanh gọn.. 10 điểm phục vụ",5,102,1,1,1,1,1,-1.0,1.0,1.0
"1. Về pin khá ổn facebook youtube sử dụng tới 15% pin thì tầm 7h 8h ( sử dụng liên tục nha  ) pin ổn 
2. Sạc nhanh thì hơi nóng cũng bt
3.vấn đề loạn cảm ứng không có ( do mình có test trước khi mua)
4.thấy  khá ok điểm trừ duy nhất là giọt nước hơi xấu. 
Nhiều người chê loại cảm ứng hay tệ chất là fan của tàu .
Lấy hàng tàu so với hàng của sam sung chất lượng thì kém được cấu hình mạnh hơn ss thôi. Sài về lâu về sau mới biết",5,101,1,1,1,1,1,0.0,1.0,-1.0
