Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
Máy bị lỗi màn hình hên là còn bảo hành nên đc thay miễn phí. Đem đi bảo hành cũng mất hớn 1 tháng mới có máy. Nghĩ vẫn tức tự nhiên bị thay linh kiện trong khi lỗi đó đâu phải mk gây ra.,2,187,0,1,0,1,2,2.0,-1.0,0.0
"Úi qua vừa đi mua xong phải nói là chim ưng nhaa. Nhân viên tư vấn nhiệt tình nữa, dùng thích lắm luôn. Màu Hồng đẹp thực sự",5,124,0,1,1,1,1,2.0,1.0,1.0
"Cái đầu tiên là màu gấc xink nha, đúng màu mình thích Sử dụng ổn tốt, mới sử dụng đc hơn tuần nên mọi thứ vẫn okela chưa có lỗi gì",5,130,0,0,1,1,0,2.0,2.0,1.0
Mình xài được gần 4 tháng nhưng tình trạng pin của mình là 99% dù mình xài rất kỹ đủ pin mới rút ra và đủ 100% pin nhoè kỹ thuật cho mình hỏi vấn đề này ?,3,154,1,0,0,0,2,-1.0,2.0,2.0
"Máy dùng ổn, mượt mà, pin khá lâu, cũng được taam 1 ngày nếu dùng nhiều. Mình mới chuyển từ androi sang ios nên chưa quen tay lắm. Đánh giá máy 10 điểm thì đánh giá nhân viên 10+ luôn, rất ưng Tgdd.",5,198,1,1,1,1,0,1.0,1.0,1.0
"Thứ nhất: độ sáng 35 % không auto, xem Facebook và nhắn messenger, các ứng dụng ngầm khác đã tắt hết, trong 47 phút mất 13%pin, tương ứng vs tam suất pin chỉ dùng dc 6,025 tiếng đồng hồ thậm chí kém hơn. 
Thứ 2, chỉ xem Facebook, cảm nhận ở tay là máy nóng. Mua máy tới hôm nay là 8 ngày, cảm thấy mất niềm tin.
Thứ 3, tgdd có gọi cho tôi, bảo đem ra kiểm tra, nếu lỗi của nhà sản xuất dc đổi mới nhưng ko nói thế nào mới là lỗi của Nsx. Nếu đem đi kiểm tra tôi ko biết bao nhiêu ngày. Trong thời gian đó có tính tiền khấu hao cho tôi ko ? Chính sách bán hàng khấu hao của các ông khách hàng ko biết khấu hao à ? 
Thứ 4, tgdd kinh doanh mặc hàng như thế làm mât lòng tin khách hàng để đổi lại lợi nhuận, đổi lại lợi nhuận bằng cách khấu trừ 20% giá trị sản phẩm Các ông nghĩ như thế nào ?
 Tóm lại quá tệ cho 1 sản phẩm, quá tệ cho 1 thương hiệu.",1,194,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mình đã nhận được hàng tại điện máy xanh Ninh Hòa rồi,sau ngày sử dụng mình thấy pin trâu lắm bên cạnh đó thì sóng điện thoại sim 2 tụt quá có lúc có một nất thôi,,,
Lúc đầu mình mua máy xaomi tầm 3tr cũng bị như thế,,, người khác gọi không được nên khi máy này ra mình lại mua máy này vì thấy rất nhiều tính năng rất tốt,,,
Mình đang dùng xaomi k20 pro không bị tình trạng như mất sóng,, mình rất ủng hộ xaomi,, nhưng khi nhận thấy tình trạng như vậy rất thất vọng xaomi tầm trung này ,mình có thể đổi máy khác được không,, mình mới dùng 1ngày thôi,, máy xaomi 3tr mình không biết vì sao người khác gọi không được khi tìm hiểu nguyên nhân được thì máy quá ngày đổi rồi nên phải bỏ ,,,,",1,147,1,1,1,1,-1,1.0,-1.0,0.0
"Hôm mình mua đt ở cửa hàng mình có hỏi nhân viên là đt có thể kết nối với máy tính để tiện đưa nhạc, hình ảnh vào thẻ nhớ k, thì nv bảo không được, chỉ có thể dùng đầu đọc thẻ nhớ thôi, nhưng mà hôm nay mình thử kết nối thì được(làm mình mua cái đầu đọc thẻ nhớ rồi bỏ, vì cái này rất dễ hư, càng rẻ càng dễ hư)
Tuy để hỗ trợ tối đa thẻ nhớ 16GB nhưng mình xài thẻ 32GB vẫn được. 
Mình chỉ nói vậy thôi, nói chung đt xài tốt, loa lớn, pin tốt vì mình chủ yếu nghe nhạc( phần chọn nhạc hơi khó xài vì bị hạn chế danh sách, tối đa chỉ có 50 bài/ds, vừa chọn vừa đếm, chọn lố 50 bài thì sẽ công cốc, chọn lại từ đầu)",4,145,1,1,1,1,1,1.0,0.0,0.0
"Ý kiến cá nhân: Máy dùng tốt, mặc dù máy có mức pin hơn 3300, kết nối wifi và sử dụng liên tục từ 7h - 16h còn lại 21% pin (độ sáng 30%). Chạy tác vụ thông thường không có hiện tượng lag giật, về game thì tùy cảm nhận mỗi người, nhưng tui thì có chơi 1 tựa game nặng gần 2GB (game chạy ổn, khá mượt). Loa thoại, loa ngoài đều to rõ, máy sử dụng lâu thì chỉ có ấm nhẹ chứ không nóng. Ngoài ra thì nhân viên Điện Máy Xanh, Thế Giới Di Động ở khu vực Sa Đéc, Lai Vung thì rất là dễ thương, thái độ phục vụ khiến khách hàng chỉ có yêu mà thôi",5,124,1,1,1,1,1,1.0,1.0,1.0
"Về pin do sử dụng màn hình fullhd plus nên pin chỉ ở mức trung bình.
Camera sau thì trong phân khúc này thì có thể xem là tốt. Camera trước thì ổn.
Hiệu năng chơi game tốt. Máy trang bị con chíp thế hệ mới nên có vài tựa game chưa đc tối ưu như các dòng chíp cũ.
Điểm antutu khoảng 270000 điểm.
Giao diện đẹp.
Nói chung đây là một máy đáng mua trong tầm giá.
Còn độ bền thì chưa biết được. Sẽ đánh giá lại sau một thời gian dùng thử.
Cuối cùng là mình rất hài lòng về thái độ cũng như sự phục vụ chu đáo của nhân viên. Rất có cảm tình. Vote 5*",5,122,1,1,1,1,1,0.0,1.0,1.0
"Nhìn chung , nhân viên siêu thị thân thiện , đúng là hơi khó chịu về gặp nhân viên lúc nào cũng chào khiến khách hàng không được thoải mái, hơn nữa nhân viên mời chào mua thêm các phụ kiện như : sim , sạc dự phòng , bình giữ nhiệt .........hơi nhiều . Tạo cảm giác là chăn dắt khách hàng hơi nhiều , Mình mua máy Oppo reno2 F tổng thể máy ok , nhưng máy này có bị điểm trừ là nhanh xuống pin mặc dù mới đập hộp. Tạm thời mình tiếp tục trải nghiệm có vấn đề gì mình sẽ feedback cho mọi người tiếp. Điện Máy Xanh - Thanh Sơn - Phú Thọ.",3,120,1,1,1,1,1,-1.0,0.0,0.0
"Rất thất vọng , máy hay đơ, nút âm thanh và nút nguồn thì khó bấm, bộ nhớ 32gb mà mấy cái ứng dụng tào lao của nhà sản xuất chiếm hết 1 nửa bộ nhớ r, nói v là cái máy này chỉ còn 16gb để ng mua sd mà thôi, nói chung xài rất chán nhân viên kinh máy mượt mà tui hỏi thấy mượt tí nào, ai đi mua đt đừng tin mấy chị bán hàng nữa, vs mấy chị có lấy đt mới ra cũng nói chị lấy mấy khác đi, vì lần nào tui đi mua cũng phải lếch cái xác ra ngoài đó đổi lại, k đơ máy cũng pin lỗi ,chán",1,118,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mình mới mua 2 ngày . Pin 5000 nhưng cũng nhanh hết , sạc 10w nhưng khá nhanh , màn hình to + hơi rổ , camera chụp ok , vân tay nhạy , realme ui dễ dùng nhiều tùy biến . Nhưng ko lag , mình mua bản 3/64 cũng khá dư dã . Chip mạnh nhưng chủ yếu mình dùng bình thường , chơi game thì ko lag , load ap nhanh , đa nhiệm chạy được cỡ 10 ap nhẹ còn nặng thì chắc cỡ 5 ap . Cũng hơi tiếc vì realme ko tặng tai nghe. Thôi kệ mk cũng ít dùng. Loa nghe ổn to. Dùng rất okkk cho 5 sao",5,116,1,1,1,1,1,0.0,-1.0,1.0
"Máy thường xuyên sập nguồn dù chỉ lướt fb và xem youtube!!! Pin xuống nhanh kinh khủng. Xuống 10% pin từ 11h đêm đến 7h sáng hôm sau!!! Dù k bật mạng hay thao tác bất kỳ thứ gì trên đt!!! Bắt wifi cực kỳ tệ. Máy mới mua 4 ngày đơ không chịu nổi!!!! Không có một thứ gì đáng để đc khen trên dòng máy Joy3!!! Cực kỳ thất vọng về Vsmart!!!! Đưa ra thị trường dòng máy khá chán trong mọi mặt!!!! Với tâm thế ủng hộ hàng Việt, trong khi sản phẩm lại tệ như thế này thì em k biết liệu rằng mình có đặt niềm tin sai chỗ không?!!!!!",2,115,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mình dùng được 1 tuần cảm thấy ở tầm giá này thì con này khá ok. Chơi PUBG khá ổn, đồ họa thì bật HDR và cực độ thì chơi vẫn mướt k giật lag. Tuy nhiên nếu bật đồ họa cao thì sẽ hao pin và nóng máy đó là chuyện bình thường. Pin thì cũng khá ổn, camera cũng khá chứ k gọi là chụp đẹp. Tùy nhu cầu của mỗi người thôi, riêng mình chỉ cần chơi game nên còn này mình cho 5 sao, cảm thấy trong tầm giá này e này ăn đứt mấy e khác. Nhân viên TGDĐ thì lúc nào cũng dễ thương rùi haha.",5,112,1,1,1,1,1,1.0,1.0,1.0
"Với mức giá này mình nghĩ mua realme hoặc Oppo sẽ tốt hơn, vì a21s này mik thấy k hoàn thiện cho lắm, màn hình 6.5in HD+ thì hình ảnh quá xấu, màu sắc k đẹp, loa thì k rõ, âm thanh k sống động k trong trẻo teo nào, pin 5000 nhưng mik thấy cũng bt , có sạc nhanh là ok thôi, vì xưa nay thích Sài samsung nên mua mà mua về thấy k hài lòng cho lắm , lúc trước Sài j7prim thấy tốt hơn nhiều... Mà tiền nào của nấy... nói chung nếu bạn nào k cần sự hoàn hảo thì có thể Sài a21s này",2,111,1,1,1,1,-1,1.0,0.0,-1.0
"minh mới mua hôm qua a71 nói chung về màn hình đẹp , pin trâu , sạc nhanh , carera tạm ổn , nhưng về cấu hình chơi game thấy ko mượt lắm , liên quân thì cũng tạm nhưng các game nặng khác thì hơi lag ! cảm ứng vân tay ko nhạy lắm , cảm ứng khuôn mặt cũng chậm , phải bật màn hình sáng lên mới nhận diện chứ ko phải kiểu màn hình đen vẫn mở khóa được ! mình mua giá chỉ 8tr200 mới 100% full box bảo hành 12 tháng ! với tầm giá này thì cũng tàm tạm chấp nhận đc !",4,110,1,1,1,1,1,1.0,0.0,1.0
Đth mua đc 20 ngày rồi dùng ổn tốt 5 sao nv nhiệt tình mh có đọc cmt bảo pin ảo nhưng mh thì ko thấy lỗi ảo này pin mh dùng 2 ngày nếu choei game coi yt liên tục 3 ngày nếu mh khá bận ít xem pin vậy là ổn r a chị em :)) còn quảng cáo gì gì đấy thì mh lại ko thấy quảng cáo gì cả có lẻ mh là người duy nhất ko gặp lỗi của các bạn nói :v rất thích giao diện mới lâu lâu hay dis bóng mess cơ mà chắc cập nhật sau sẽ hết <3 realme,5,109,1,1,1,1,1,1.0,1.0,0.0
"Dt cũ bị hư gặp đợt con này giảm giá nên đổi wa. lần đầu dùng SS, thấy ổn hơn mình nghĩ. Dùng chủ yếu là online web và chơi tí game, pin dùng nhiều game cả buổi thì tới tối ngủ mới hết. Còn nt lướt web nghe gọi ko thôi thì dc khoảng ngày rưỡi. Lúc đầu pin tụt nhanh mà dùng rồi sạc bt tầm gần 1 tuần thì ổn định hơn hồi mới mua. Màn hình to màu đẹp. Nói chung dùng từ dt trung quoc chuyển qua SS thấy hài lòng. À mua trả góp ỏ TGDD rất ok nha. Like TGDD!",5,107,1,1,1,1,1,1.0,1.0,1.0
"mới mua 3 ngày máy củ đã qua sử dụng với giá 8t5 bảo hành 10 tháng theo đánh giá giá tiền này thì dòng máy này quá ok  ,vân tay thì hơi chậm tại vì nếu nhanh thì màn hình phải sạch ko dính vân tay  camera đẹp  pin sạc siu nhanh  quay video chống rung tốt  chụp ảnh  thì  ok vì mình ích chụp ảnh với giá tiền mình bỏ ra như vậy thấy là quá ok rồi + dc thêm bút spen  còn nhận khuôn mặt mình thấy rất là nhanh và nhạy sao thấy ai củng chê  nhỉ mình thấy bao nhanh mà",5,107,1,1,1,1,1,1.0,1.0,1.0
"Mới mua hôm nay sản phẩm rất đẹp,máy chạy mượt ngon nha mọi người chơi game Liên Quân ngon không lag tý nào,viên pin khá ok xài lâu hết tải đống ứng dụng tốn có 5% pin thôi màn hình hiển thị thì khỏi nói khá đẹp luôn màu sắc rực rỡ,dạo diện đẹp,nói chung sản phẩm Samsung đã cải tiến rất nhiều,tầm giá này thì chơi game lướt web là ngon rồi còn về sau sẽ có thêm bài viết à camera thì camera sau trước chụp khá ổn nha và 5* cho nhân viên Thế Giới Di Động phục vụ nhiệt tình vui vẻ",5,106,1,1,1,1,1,1.0,1.0,1.0
"Xài đc 1 tuần..  Tổng thể thiết kế không chê vào đâu đc... Camera chụp hình bao đẹp.. Chơi pubg, liên quân bao mượt.. Trong tầm giá.. Ko biết có phải do màn hình giọt nc phân giải cao hay không nhưng mình thấy pin con này so với con 5redmi 5plus thì con này hao pin nhanh hơn. Nhược điểm  nữa là mic thu âm ở những chỗ nhạc lớn hay bị rè ko rõ tiếng.. Còn lại OK. Nhân viên TGDĐ ở 184 Bùi Văn Hòa, Biên Hòa phục vụ nhiệt tình, chu đáo, nhanh gọn.. 10 điểm phục vụ",5,102,1,1,1,1,1,-1.0,1.0,1.0
"1. Về pin khá ổn facebook youtube sử dụng tới 15% pin thì tầm 7h 8h ( sử dụng liên tục nha  ) pin ổn 
2. Sạc nhanh thì hơi nóng cũng bt
3.vấn đề loạn cảm ứng không có ( do mình có test trước khi mua)
4.thấy  khá ok điểm trừ duy nhất là giọt nước hơi xấu. 
Nhiều người chê loại cảm ứng hay tệ chất là fan của tàu .
Lấy hàng tàu so với hàng của sam sung chất lượng thì kém được cấu hình mạnh hơn ss thôi. Sài về lâu về sau mới biết",5,101,1,1,1,1,1,0.0,1.0,-1.0
"Lần đầu mình dùng OPPO, nhận xét của mình là rất tệ. Pin sạc nhanh và tuột cũng không kém so với tốc độ sạc. Máy ảnh thì thôi khỏi phải bàn tiếp nữa, camera sau quảng cáo cho dữ dội, chụp còn thua xa so với con SS A6 của mình (hình như A6 chỉ có 16MP), phóng to lên thì chẳng khác J1 là mấy, đừng so sánh tới Sony hay hãng nào khác. Nói chung là 1 trải nghiệm thất bại. Khuyên mấy bạn trong tay có 8tr nên chọn dòng khác ổn hơn, chân thật hơn 😂",1,101,1,1,1,1,1,0.0,-1.0,-1.0
Quá ok tuyệt vời cho oppo Find X2 này sau khi tôi mua về sử dụng rất xứng đáng khi mua về xài thử nó rất tốt camera đẹp và đặt biệt nữa có sạc nhanh Super Vooc 2.0 65w rất nhanh rất tiết kiệm thời gian khi sạc mà tôi đang rất ân cần khi sử dụng còn tai nghe 🎧 ecofree này xài cũng khá nhưng mà khi xài tai nghe này nó bị giựt lag quá nhiều rất khó chịu khi dùng nó nói chung là ok rất tốt cho điểm cộng của oppo Find X2 này.,5,100,1,1,1,1,1,1.0,0.0,1.0
"Sau khi mua 1 cái ok, mua cái thứ 2 cho vk thì lỗi không nhận sim, đã đổi. Ưu điểm: pin khoẻ, nghe gọi khá rõ, mượt. Màn hình to, vân tay khá nhạy; Nhược điểm: máy khá dày, nặng, bắt wifi yếu, máy hơi giật khi lướt web và sd các ứng dụng thông thường, không lưu sđt đc vào sim, nói chúng khá ổn so với giá thành. Yêu hàng VN nhất là Vsmart, nhưng rất ghét cách làm kiểu Asanzo mong sao các sp do vn sản xuất chứa 60% trí tuệ người Việt.",4,98,1,1,1,1,0,1.0,1.0,1.0
"Đổi sang cái thứ 4 vẫn lỗi. Quá thất vọng về chất lượng. Bù lại nhân viên tgdd nhiệt tình hỗ trợ nên vẫn dc an ủi phần nào. 
Cái đầu tiên lỗi loa thoại. Đổi cái thứ 2 lỗi cổng xạc ko xạc dc. Đổi cái thứ 3 dc 1 tháng lại lỗi loa thoại. Qua cái thứ 4 dc 2 ngày máy cứ tự tắt nguồn liên tục, bấm giữ nguồn 1 2 phút máy mới lên lại. Người ta nới quá tam 3 bận mà giờ ko lẽ giờ qua đổi lại cái t5.
 Chán",1,98,1,1,1,1,-1,-1.0,1.0,-1.0
"Tôi mua đc 3 tháng rồi , có rất ít điểm để nói về con này . Mọi cái đều nằm rất ok và đạt độ ngon hơn so tầm giá , chỉ có cái sạc hơn 80% máy mới hết nóng , cũng tầm 2h máy mới đầy . Nói chung rất ok . Bửa mới rớt mà ko bị bể màn hình , kính cường lực đúng như hãng ghi luôn , chứ iphone là toi rồi . Nói chung tôi yêu  hãng Vsmart này . Hàng Việt nam chất lượng cao là vậy .",5,97,1,1,1,1,1,0.0,1.0,1.0
"Máy mua gần tháng, cảm nhận máy tầm trung mà rất ổn, sạc cực nhanh ,chụp hình đẹp cả 2 camera, selfie tự làm đẹp khỏi phải chỉnh, x sử dụng facebook, youtube xem báo
Cả  ngày không hết pin, tầm 1 ngày rưỡi. Thái độ phục vụ tgdđ ơ 153 phan đăng lưu  phú nhuận tp hcm phải nói rất tốt cho 100 like,,Cam ơn các em đã tư vấn hướng dẫn sử dụng tận tình. Mọi người hãy đánh giá khách quan, mình cũng xài 5 máy rồi so sánh rồi mới đánh giá.",4,96,1,1,1,1,1,1.0,1.0,1.0
"phải nói là rất tốt so với tầm giá mình đã từng dùng điện thoại Huawei gr5 2017 và redmi note 7. Thì joy3 cũng chẳng thua kém gì. Thậm trí màn hình lớn pin còn rất tốt.so với điện thoại Xiaomi thì sản phẩm này vượt trội hơn về mọi mặt,mọi người cứ chê sóng yếu nhưng mình dùng xem YouTube lướt Facebook và chơi một số game & nghe gọi cũng vẫn rất ok không có vấn đề gì.mình khuyên mọi người nên mua phiên bản 3 GB RAM thì sẽ tốt hơn",5,95,1,1,1,1,1,1.0,1.0,1.0
"Mua máy VivoU10 này được tầm nửa tháng rồi, Lúc mình mua là 3.990k. Phụ kiện gồm: ốp lưng, miếng dán mặt cảm ứng, cây lấy sim. Trãi nghiệm ổn nha, chơi liên quân mỗi trận tốn 1-3% pin thôi. AE mua để chơi game thì thấy máy này ok đó. Camera không bằng 5. của nokia nữa, loa nghe cũng khá ổn, cảm ứng thì không mượt bằng nokia nha. Chơi game nó hơi rít và chậm nhưng được cái pin trâu thiệt. À còn sạc pin nhanh nữa, khoảng 2h là 100% rồi.",4,95,1,1,1,1,1,1.0,0.0,-1.0
"Mình mua máy samsung a20s được 4 ngày rồi. Nói chung máy xài ổn trong tầm giá, pin trâu nếu không chơi game thì xài được 2 đến 3 ngày còn chơi game như liên quân thì tầm 1 ngày. Chụp hình đẹp, máy rất mượt.
Chỉ có lâu lâu cảm biến vân tay không được nhạy, ngón tay hơi ướt xíu là máy không nhận được vân tay luôn, không có ốp lưng nên xài hơi bị xót xíu ( mình làm trong môi trường chăn nuôi bụi cám này kia nhiều ).",5,94,1,1,1,1,1,1.0,-1.0,1.0
"Mua tại Điện Máy Xanh đã hơn nữa tháng sử dụng rất tốt lúc mua đã cập nhật lên Miui 11. về camara chụp quay rất đẹp, còn pin thì đủ dùng cho một ngày có sạc nhanh nữa không lo về pin, còn về game free fire hay pubg thì chơi rất mượt máy chỉ hơi ấm thôi không nóng như mọi người đồn . Nhân viên ở Điện Máy Xanh tư vấn rất nhiệt tình mình rất thích . Quá tốt trong tầm giá mọi người nên mua dùng thử",5,92,1,1,1,1,1,1.0,1.0,1.0
