,Comments,n_stars,Label
1201,Mua từ 31/12 xài đến nay vẫn ổn chỉ có loa nó không ổn. Lúc to lúc nhỏ khi gọi thì lúc to lúc nhỏ không biết là do âm lượng của máy là vậy hay là do máy mình nó bị lỗi. Máy mình vẫn còn bảo hành 1 đổi 1 vậy mình có thể đổi máy khác ko?,4,
1202,iphone 11 64gb hàng kém chất lượng k nên mua tránh lừa đảo mn cẩn thận,3,
1203,Mới mua được một tuần cũng ổn tuy nhiên màn hình hơi rổ và ám vàng. Mua màu trắng khá đẹp nhân viên tận tình chu đáo.,4,
1204,Mình mới mua ip 11 bản thường dùng được tuần chưa hề rơi nhưng màn hình thỉng thoảng bị chớp sọc ngang màu. Cho hỏi lỗi phần mềm hay phần cứng của nhà sản xuất có hỗ trợ đổi máy không?,3,
1205,Mình vừa mua iphone 11 màu trắng 64gb ở TGDĐ . Nhân viên phục vụ rất là tận tình và chu đáo . Dễ thương và hòa đồng với khách hàng. Nói chung là rất hài lòng và Ok 🥰,5,
1206,Mới mua hôm 27/12 nch hài lòng về sản phẩm . Pin như này thì đủ dùng mọi tác vụ cơ bản cho 1 ngày . Máy rất đẹp nv tư vấn nhiệt tình . Thanks.....,5,
1207,Thế giới gi đọng làm ăn giang dối khánh hàng vạy là khong được rồi mình mua iphone 11 64gb mầu trắn ở thế giới di đọng cóng huỳnh quận 1 tphcm mua ngày 27 tháng 12 năm 2021 mua máy mới 100% giá 16.890k khi về khiểm tra giới hạng bảo hành hết hạng ngày 3 tháng 12 năm 2021 vạy có ngĩa là máy đả qua sử dụng rồi thế giới di đọng dáng bao li long lại làm máy mới bán cho khách hàng khi ra tgdd cho kiểm tra thì đổ lổi cho hệ thóng chưa cạp nhật sai mong tgdd có trách nhiệm với trường này và làm ăn có tăm 1 siếu,1,
1208,Đt mới mua về gắn sim vào sóng yếu quá.thay sim khác vào thử vẫn v? 1 cục với 2 cục ko à?,1,
1209,Mới mua về mà nhanh hết pin rõ chán chả dùng gì nhiều .sáng đi còn 34% tối về sập nguồn,1,
1210,Mới mua đc 1 tuần Sản phẩm rất tốt nhân viên siêu nhiệt tình ạ sẽ giới thiệu người thân và gia đình chụp hình,5,
1211,"TGDĐ phục vụ tốt, bạn nhân viên nhiệt tình, dễ thương, không kiểu tươi cười giả tạo như những chỗ khác. Sản phẩm của Apple thì tốt, mượt, khỏi chê, đã dùng Apple ko muốn đổi sang hãng khác, vấn đề pin thì có hơi hạ nhanh 1 chút nhưng ko quá nhiều :)",5,
1212,"Máy khi sử dụng r nóng, pin hao rất nhanh, đi làm từ sáng tới chiều, chỉ dùng khi có tin nhắn hoặc gọi điện , buổi trưa lướt mạng khoảng 1 tiếng mà cuối ngày ko còn pin",3,
1213,Mới mua được 3 ngày xài tốt nhân viên tư vấn nhiệt tình . nhưng sao cái imess với Facetime kh kích hoạt sđt được v ?,4,
1214,Máy thì OK rồi.nhưng sao mình tạo App Store không được vậy.nó đã gởi mã xác minh cho mình rồi mình nhập vào thì nó bảo mã không đúng . Mông Anh chị giúp em với ạ,5,
1215,Mới mua được một ngày. Mình dùng mượt. Có điều điện thoại bị nóng phần bên phải. Nóng chỗ vùng nút nguồn. Là bị gì vậy ạ?,4,
1216,Mua máy được 1 ngày để qua đêm (đã tắt kết nối mạng và ứng dụng ngầm) tụt 5% pin. Ngày thứ 2 để chế độ máy bay tụt 2% pin. Có ai bị như vậy không ạ. Gửi đánh giá sau khi dùng 1 ngày nhưng không được duyệt,1,
1217,"Rất tốt, test thử vài ván game thấy quá đỉnh, có điều quả thật màn hình ko ngon, màu sắc ko tươi, Ai xài oled full hd chuyển qua thì chắc vài ngày mới quen mắt. Chụp đêm ko đẹp như trên qc nhưng cũng rất ok rồi. Tóm lại ai thích hiệu năng, ổn định lâu dài..thì nên chọn. Bạn quản lý dmx/tgdd ô môn rất thân thiện, vui vẻ",4,
1218,Mới mua được 3 ngày ngoài Sài ngon đúng mình mua mình dùng mới biết được như nào nhưng nếo không bat tiết kiệm pin thì để không Sài gì mất 5% bật tiết kiệm không bị - pin máy tốt,5,
1219,"Sau 2 tuần sử dụng thì quá vừa lòng xứng đáng với số tiền bỏ ra..k có gì để chê.. chứ k phải như nhiều người chê màn hình hd gỗ.. vì nếu ai như mình từ 7,8 plus qua 11 thì quá phê.. pin thì khỏi bàn trâu hơn con sam sung pin 4500mah tóm lại là ngon lành cành đào 😘",5,
1220,Sau hơn 8 tháng mọi thứ đều tốt. Dùng thêm bộ sạc nhanh nửa thì không lo về pin.,5,
1221,Mới mua máy iphone 11 được 6 tháng đi mưa hai lần nghỉ trong người chắc không sao vì appel quản cáo kháng nước độ sau 1m😒 nhưng ai dè nó vô nước thiệt bị lỗi ID nhận dạng khuôn mặt và màng hình. Mang ra TGDD bảo hành gửi đi đâu không biết cuối cùng hãng gọi nói do nhúng chất lõng nên vô nước không bảo hành...Vậy ưuanr csos kháng nước độ sâu 1m? TGDD thì từ chói nhận trách nhiệm! Cuối cùng trả máy cho mình tiền mất tật mang😡😡😡😡 TGDD làm ăn kiểu này chào thua!,1,
1222,"Sử dụng được 4 tháng thì pin hao còn 95%, Pin còn 70% sau 1 đêm thì tắt nguồn là như thế nào ạ",2,
1223,Mua tại TGDĐ QL50 tt.Cần Đước ổn áp thực sự sau 1 tháng sử dụng. APPLE nên lắng nghe người dùng về pin vì hay nóng và mau hết. TGDĐ 5sao,5,
1224,"Mình bạn có nhiều bạn cmt tiêu cực về sản phẩm 11 này quá. K biết là khi mua các bạn bị xu cà na hay sao mình không biết. Chứ mình mới mua trải nghiệm 1 tháng này thấy rất ok. Đừng nên so sánh với nhưng dòng pro hay pro max. Mà nên đánh giá những gì mình bỏ tiền ra thôi. Pin xài rất ổn 1.5-2 ngày mới hết tuỳ có game hay k?, mình mở 4G 10 tiếng liên tục khi đi làm vãn còn pin dài dài, on stream đủ thứ các loại. K sạc tắt hết tất cả đa nhiệm giảm độ sáng wifi 4g,... thì qua hôm sau giảm 1% pin. Máy mua 1 tháng vẫn còn 100% dung lượng tối đa. Camera rất tốt. Loa, rung đủ thứ đều ngon. Nhanh mạnh,..",4,
1225,Cho mình hỏi là ip11 khi xem video chỉ nghe âm thanh được 1 loa bên phải à còn loa bên trái sao không nghe luôn,4,
1226,"Pin xài nhanh k trâu như lời đồn .. chỉ sài tiktok tầm 4,5tieng là hết pin .. mua máy đập hộp tin tưởng nên k kiểm tra kỹ .. về nhà thấy trên màng hình trầy vài đường cực nhỏ .. nhìn ký vào màn mới thấy .. đem ra hỏi nhân viên k cho đổi .. thất vọng",2,
1227,"Mình trải nghiệm được 11 được 1 tuần, mình đã dùng qua samsung garaxy s8+ vs iphone 7+, chuyển qua sử dụng 11 thấy màn hình ok không sao hết bthường đẹp, không có xấu như mọi người phàn nàn là hd là tệ, cầm máy bấm hoài cũng quen, máy chạy siêu mượt, điện thoại màu sắc đẹp, sang trọng, pin cực tốt, ....ai có tiền cứ mua về là biết ngây sản phẩm khá ok",5,
1228,Vừa dùng đc 1 tháng hao mất 1% pin rồi dùng tác vụ bình thường thôi mà.liệu có sao k,3,
1229,"Máy sài dc 12 ngày ok, 6 ngày còn lại ko nhận sim 2 lần, phải chờ gửi về hãng xem xét, bỏ 18tr ra để ngồi chờ máy về, quá bực bội, thất vọng thật luôn",1,
1230,Tuyệt Vời pin bền hiệu năng cao nói chung la tốt có tiền làm con promax thì tuyệt vời hơn,5,
1231,"Mua máy ngày 8/9/20 giao tận nhà với giá tiền 17,990k nói chung chơi game liên tục 4-5h, cpu khá nóng chắc do điểm chung của chip nó thế, máy bao mượt và chụp đêm hay thiếu sáng đẹp như pixel",5,
1232,Mình mới xài được 7 tháng xuống 7% pin. Chả hiểu máy mới kiểu gì nữa. Dùng cơ bản lướt web cơ bản game ko chơi,1,
1233,"Mình mua máy đuọc gần 3 tháng pin còn 99% thì có phải đã bị chai pin không ạ, và mình có cần man đi bảo hành không",4,
1234,"Mới mua 1 ngày vê cảm nhận là hơi nặng so và dày, thiết kế đẹp nhưng mà mình là người ưa nhỏ gọn nên lỡ mua cái này cảm thấy ko thoãi mái.",3,
1235,màn hình rõ camera thì không có gốc turn màn hình tai thỏ chiếm diện tích quá nhiều máy sạc pin cực lâu liền màn hình dày màn hình xấu mọi người nếu có muốn mua thì nên cân nhắc mình đã sử dụng qua 3 tháng vô cùng thất vọng mới mua 3 ngày đổi trả và đem đi bảo hành 3 lần mọi người cân nhắc và suy nghĩ lại nếu không hối hận rồi mất tiền nữa,1,
1236,Sao mình mua máy về dùng thì máy chạy rất mượt nhưng mỗi tội sạc pin thì nâu quá vậy sạc 5h 6h mới đầy được vậy,4,
1237,Em đánh giá khá tốt về sản phẩm này nhưng cho em hỏi sao sau 1 đêm sp bị hao pin nhiều thế ạ. Trung bình sau 1 đêm mất 10% pin,5,
1238,"Đã mua và sử dụng,máy mượt,pin trâu,camera ổn,nhân viên tgdd 340-342 Võ Văn Ngân, Thủ Đức tuyệt vời nhất là bạn quản lý nữ tên Linh đã trực tiếp hỗ trợ mình làm mình cảm thấy cực kỳ hài lòng,cảm ơn bạn rất nhiều,sẽ tiếp tục ủng hộ tgdd trong thời gian tới",5,
1239,Mới mua cách đây gần một tháng. Mọi thứ đều rất tốt nhưng pin em xài mới đây đã bị chai 1 phần trăm rồi :(((,5,
1240,"Phục vụ tận tình, chu đáo, máy dùng tốt, thêm chương trình giảm giá nữa quá tuyệt vời. Phải vào đánh giá ngay",5,
1241,"Lỗi pin, tụt % pin theo ngày chứ không phải lâu mới tụt. Lỗi màn, mất cảm biến khi di chuyển trên màn hình. Gửi đi bảo hành khi gửi về thay màn thì roăng lồi cả ra ngoài. Không biết nên buồn hay best số nhọ ~~!",1,
1242,"Máy đẹp, mọi thứ điều ok mua ở TGDĐ là yên tâm nhất, mua máy thứ 2 tại đây rồi .",5,
1243,"Mới mua máy được 1 ngày, thấy mọi thứ vẫn ổn, pin sài đc lâu, camera chụp tốt. Màn hình nhạy, mọi thứ tốt.",4,
1244,mình mua gần 5 tháng.....máy xài rất ok...không như mọi người nói...tình trạng pin còn 100%,4,
1245,Máy rung khá êm nên nhiều lúc có cuộc gọi không biết! Vì lí đo công việc nên máy chỉ để rung k để chuông nhiều khi lỡ cuộc gọi,3,
1246,Mua dc 3 ngày rồi Màu vàng Mới xài bữa đầu ok Bữa thứ 3 là hơi hao pin rồi Để theo dõi tiếp xem sao,3,
1247,"T mua ip11 cách đây hơn 1th. Mới lấy về thì xài rất ok. Đến ngày thứ 25 thì pin tuột nhanh. Theo dõi 3ngày vẫn vậy nên mới mang ra tgdd để kiểm tra. Đt tháo sim ko chạy ứng dụng,",1,
1248,Mình cũng đã sài được hơn 1 tháng . Về cấu hình bin và hiệu năng đều ok . Trước mình dùng 7pl chụp cam trc và sau rất ok . Nhưg k hiểu sao ip11 này camera sau khi chụp tối có nhiều ánh đèn thì thấy trên có những đóm sáng bị phản chiếu ngược lại kiểu như gương bị rỗ ý . Chụp ban ngay hay ít bóng đèn thì k bị phản chiếu . Còn camera trước thì hơi bị ánh vàng kiểu như bị vàng da ý . Còn đâu mọi thứ rất tốt,4,
1249,Mới mua được hơn 1 tuần ... Mọi thứ đều ok ... Nhân viên phục vụ tận tình ... Trò truyện vui vẻ ... Dt thì quá ngon ... Để qua đêm có khi tụt 1% có khi k tụt ... Pin xài đc hơn 1 ngày (chỉ lướt face + youtube) mình xài khá nhìu ...,5,
1250,21tr chụp bình thường thì đẹp mà zoom lên bị noise xấu qá :(( không biết có phải do phần mềm hay gì nữa ...,3,
1251,Điện thoại sài ổn nhưng không hiểu sao cứ để không qua đêm là bị sụt mất 10-12% mặc dù đã tắt hết đa nhiệm,5,
1252,"Đt mới xài 1 ngày chưa bàn tới nhưng mình không ngờ tgdd mà không có nổi người dán màn hình chuyên nghiệp. Dán mặt sau mất 50k mà dán bằng 1 tấm keo to xong lấy dao lam cắt miếng dán ấn mạnh cà vào cả mặt kính lưng của mình, cắt thì lem nhem thấy gớm quá phải mua miếng khác tự về dán thì lột ra thấy 1 vết dao lam trên kính. Xót quá, Thất vọng",2,
1253,"máy mới dùng 2 tháng, sạc pin xong máy nóng ran, không dùng nữa đi ngủ , sáng ra dùng được 20 phút máy lại nóng ran không hiểu nổi",2,
1254,"Đã mua được mấy ngày , cảm thấy mọi thứ đều rất tốt ngoại trừ cái màn hình nói thật mà hơi tệ thôi. Nói chung là hài lòng",5,
1255,tốc độ lưu ảnh chậm ko khác j con ip6 có lúc còn bị đơ!ra hỏi nhân viên kêu con này nhiều tính năng hơn nên lưu chậm là bình thường😂!nghe muốn đập dt đi về dùng ip6 cho rồi! có ai bị như mình ko?,2,
1256,Đã múc em nó mua trả góp cho cu bạn! Xài ô tô kê. so với trong tầm giá vẫn vượt trội hơn mọi con khác :D,5,
1257,Mới dùng 2 tháng nhưng nay thỉnh thoảng mất kết nối sim phải chọc sim ra r lắp lại mới bình thường @@,3,
1258,Mạnh. Làm sao tắt đc thanh báo vậy tđv. Đang chơi game mà lỡ chạm nhầm kéo xuống rất bất tiện ạ,3,
1259,"Iphone 1.mới đón e nó về hôm mùng 6 tết dung duoc 03 ngay cam nhan:máy đẹp pin rất ok trải nghiệm nhanh,Mượt màn hình với tôi thì quá ok rồi Camera rất tốt Nhân viên chu đáo nhiệt tình vui vẻ tôi đã mua nhiều sản phẩm từ TGDĐ và ĐMX NÓI chung ok",5,
1260,Hàng ip11 mua 1/11/2019 đã cài đặt lại và cập nhập phiên bản mới vẫn bị sự cố tự dưng tắt nguồn,1,
1261,"Sản phẩm rất tuyệt vời, nhân viên vui vẻ nhiệt tình, pin trâu, chơi game rất mượt.",5,
1262,"Mới mua cái màu đỏ được 1 tuần tại shop Nguyễn Trãi Q5, khỏi phải bàn cãi về chất lượng, màn hình to, nét, chip khủng, pin trâu. Bùn cái là phải đầu tư thêm bộ sạc nhanh mới sạc nhanh được. Shop Nguyễn Trãi có vẻ thiếu các bạn tư vẫn nữ :)",4,
1263,"Sản phẩm quá tuyệt vời, mọi thử diễn ra nhanh ngoài mong đợi, nhân viên vui vẻ. Mong TGDĐ sớm có dịch vụ dán máy PPF.",5,
1264,"Sp tuyệt vời xài rất ngon, màn hình đẹp k có rỗ như mọi người nói, pin trâu bò, lướt face, zalo, chơi game mà dc gần 1,5 ngày.",5,
1265,Đã mua hơn một tháng rồi vẫn vẫn xài rất êm . Thiết kế sang trọng - nhiều màu sắc để lựa chọn. Đặc biệt trãi nghiệm ứng dụng chơi game rất mượt.,5,
1266,"Đáng tiền hơn 2 con pro với pro max Màn hình ko bị rỗ như con XR, trãi nghiệm tốt",5,
1267,Máy mình mua được 1 tháng.đã 3 lần tự động tắt ass touch.là bị lỗi gì mọi người.,4,
1268,Mới bán iPhone xr mua iPhone 11 xr pin đã trâu gặp 11 con trâu hơn ....đáng nâng cấp vừa túi tiền,5,
1269,Mới xúc 11 64gb tôi qua Phải nói đẹp tuyệt vời nhân viên ở dông anh phai nói phúc vu rất OK OK,5,
1270,"Sản phẩm rất tốt, xài mượt, pin rất trâu. Nhân viên rất nhiệt tình và vui vẻ ko thể chê được @@",5,
1271,Tất cả mọi thứ đều ổn trừ cái màn hình ra. Ước gì màn ngon hơn 1 chút thì đây là sản phẩm tuyệt vời nhất,4,
1272,"Ko có gì phải bàn cãi về chất lượng, sử dụng quá OK. Nhân viên nhiệt tình chu đáo 🤩",5,
1273,"Mình đặt mua iPhone 11 và lấy 1/11 tại tgdđ dùng đến nay hơn tuần sài quá tuyệt vời quá mượt màn hình ip11 năm nay quá đẹp các tác vụ đều mượt mà ko chê vào đâu được, pin thì khỏi phải nói rồi trâu bò luôn....sản phẩm đáng mua! iPhone mà...",5,
1274,Mượt ngon đẹp Mỗi tội trả góp trả được khuyến mại cái gì. APple bớt ki bo đi nhé. Heyy 😩,5,
1275,Máy đẹp.dùng mượt khỏi chê.pin ổn dùng hỗn hợp đk tầm 6->7 tiếng.camera chụp đẹp.chơi game nhiêu hơi ấm thôi.nhân viên DMX cẩm sơn-cẩm thuỷ hỗ trợ nhiệt tình chu đáo.cảm ơn e NHÀN - mua có cái đt bé xíu mà xách za tận xe cho khách.đã và sẽ ủng hộ dài dài,5,
1276,"Rất tuyệt vời. Máy đẹp,chạy mượt hơn cả mong đợi. Camera đẹp, cấu hình cực mạnh, màu sắc đẹp. Nhân viên nhiệt tình,vui vẻ.",5,
1277,"máy rất mượt, chơi game đã, camera đẹp, thái độ nhân viên vui vẻ nhiệt tình, có điều mình mua máy mới thì muốn tự tay bóc seal hơn. chị nhân viên tự bóc hộp, tự bóc dt mà mình xót hết cả ruột @@",4,
1278,"Đã khiêng 1 em về dùng. Rất tuyệt luôn. Màn hình sắc nét, chụp ảnh miễn chê, pin qua ổn. Nhân viên phục vụ rất nhiệt tình❤️❤️❤️",5,
1279,"Màu sắc đẹp, hoàn thiện tốt, cấu hình cực mạnh, pin trâu, màn hình không rực rỡ như mong đợi, nhưng dùng tầm 1 ngày là quen, dùng lâu không mỏi mắt, màn hình ổn, không tệ như lời đồn, rất hài lòng.",5,
1280,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",5,
1281,"Vừa khui lúc sáng ! Mọi thứ thật tuyệt vời ! Máy pin trâu , mượt , nhanh , màn hình rất nét ...! Cầm nặng tay xíu vì từ i6 lên mà ! 😂😂😂",5,
1282,Được,4,
1283,Rất tốt,5,
1284,Sản phẩm dùng rất tốt,5,
1285,Hien dang rat tot,4,
1286,Ok,4,
1287,Tôi hài lòng với sản phẩm và sự nhiệt tình của nhân viên bán hàng,4,
1288,Rất đẹp,5,
1289,"Tốt trong tầm giá, pin ok sài cũng ok ,1 tuần sử dụng không có vấn đề gì",4,
1290,Mình cần hỗ trợ,1,
1291,Dùng ổn,4,
1292,"Mượt,pin thì quá trâu",4,
1293,Rất tốt,5,
1294,Sản phẩm dùng tốt,5,
1295,"Máy có nhiều lỗi vặt, cảm biến vân tay hoạt động không ổn định. Pin khá tốt.",1,
1296,"cảm nhận cá nhân thấy máy ổn, chơi lq pubg tầm trung, thao tác cảm ứng nhạy. tuy nhiên hãng realme kh thay đổi được nút điều hướng và kh có hiện số GB đang sử dụng phía trên máy, sạc khá nhanh pin ổn, bắt wifi mạng tốt hơn oppo cũ mình dùng",5,
1297,Máy rất mựợt và mát. Pin khá trâu. Chụp ảnh cũng nét . Nhìn như iPhone,5,
1298,Máy bắt sóng wifi kém. Cảm biến vân tay và khuôn mặt không nhạy. Không thấy xuất hiện bản ghi âm cuộc gọi. Loa nghe không hay,2,
1299,Mới mua chưa biết sao nhưng chưa tìm thấy mục hình ảnh khi chụp như các máy khác. Phải vào tệp tin hoặc gôdrver. Mong st chỉ cách,5,
1300,Có chia đôi màn hình không ad,4,
1301,"Mới mua có mấy ngày, giá đã giảm mấy trăm, có đổi được không.",3,
1302,"Sản phẩm thực sự rất tốt trong tầm giá, đã dùng dc 2 tuần máy chạy rất mạnh và mượt không phát sinh lỗi gì",5,
1303,"Điện thoại Realme C67, model nhận dạng thiết bị là RMX3890. Theo đánh giá của tôi, đây là điện thoại có chất lượng tốt với mức giá bình dân. Tôi mua hôm 04/11 nay là 15/01, đã hơn 10 ngày sử dụng chưa phát sinh lỗi gì, chạy mượt. Tuy nhiên, hôm mua hàng, trong tủ có tầm 10 cái, nhân viên TGDĐ ko lấy theo thứ tự đang xếp, mà bốc từng hộp lên dòm dòm rồi mới lấy cái hộp thứ 3 đưa tôi, bề mặt đt có bụi dù để trong hộp chắc là ai đó mua đổi hàng. Tôi thấy điện thoại C67 có những đặc trưng khá thú vị, Camera cho chất lượng trung thực với tông màu lạnh, đương nhiên hình ảnh chống rung EIS thì sẽ không bằng OIS, so với đt Samsung bình dân thì camera trước của đt samsung dỡ hơn, đt samsung bình dân chụp hình camera hay bị bóp hình, ví dụ mặt trấn thành khá cân đối nhưng đt ss chụp sẽ nhìn thấy rõ mặt méo. Loa c67 phát âm thanh hơi giòn nên nghe nốt nhạc phát ra sẽ thô, loa phát âm thanh cũng khá to. Chạy ứng dụng mượt, nhưng phải chạy app lần 2 mới mượt, ví dụ tôi xài ứng dụng youtube studio làm kênh @BoxingHuy lúc tải video lên kênh sẽ không cài đặt được thumbnail video, phải thoát app ra, từ lần chạy thứ 2 mới mượt. Pin xài nghe gọi zalo fb đọc báo ko tiktok thì 3 ngày mới hết pin, xạc 33w tầm 1 tiếng hơn là đầy. Với chức năng ghi âm, thì c67 ghi âm giọng nói hơi nhỏ và gắt tiếng ko ấm như ss. Kiểu chuông đt khá đặc trưng theo hãng realme. Hiện tại chưa có ốp lưng da để che camera lòi, đặt shoppee thì 50% là bị tráo bao da thành bao nhựa hoặc là cục giấy, các bạn hãy để cho shiper khui ra rồi nhận, lần 1 tôi bị tráo hàng, đang chờ lần 2, viết nhiêu đây quá dài....tóm lại 5/5 sao.",5,
1304,may rất tôt,5,
1305,Máy dùng toàn bị lỗi messenger,2,
1306,"Máy mượt, pin khoẻ",5,
1307,"Ok trong tầm giá, loa hơi nhỏ.",4,
1308,Sạc 67w nhưng mình sạc vào rất chậm,3,
1309,Ok,4,
1310,Ok . nhưng mau hết PIN . bù lại hổ trợ xạc nhanh đc 65w . xạc rất nhanh,4,
1311,Dùng tốt so với giá.,5,
1312,"Máy hơi nóng, nói chung tạm ổn",5,
1313,"Cấu hình ổn. Mỗi tội mau nóng máy vs tụt pin qua nhanh, mới lướt fb 1 tí mà đã nóng nóng rồi. Pin thì k dùng gì nhiều mà tụt nhanh lắm",3,
